학교ID,학교명,학교급구분,설립일자,설립형태,운영상태,소재지지번주소,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
B000001838,서울휘경초등학교,초등학교,1959-10-10,공립,운영,서울특별시 동대문구 휘경동 302-2,서울특별시 동대문구 망우로6길 48,서울특별시교육청,서울특별시동부교육지원청,37.58573583,127.0582142
B000001839,서울동답초등학교,초등학교,1984-05-23,공립,운영,서울특별시 동대문구 답십리동 2-24,서울특별시 동대문구 답십리로60길 12,서울특별시교육청,서울특별시동부교육지원청,37.57150142,127.0640341
B000001840,서울답십리초등학교,초등학교,1962-11-29,공립,운영,서울특별시 동대문구 답십리동 274,서울특별시 동대문구 전농로3길 23,서울특별시교육청,서울특별시동부교육지원청,37.56880432,127.055427
B000001841,서울신답초등학교,초등학교,1972-05-09,공립,운영,서울특별시 동대문구 답십리동 463-13,서울특별시 동대문구 천호대로 177,서울특별시교육청,서울특별시동부교육지원청,37.57270461,127.0429617
B000001842,서울용두초등학교,초등학교,1948-11-01,공립,운영,서울특별시 동대문구 용두동 237-1,서울특별시 동대문구 천호대로13길 43,서울특별시교육청,서울특별시동부교육지원청,37.57641309,127.0283872
B000001843,서울이문초등학교,초등학교,1967-09-06,공립,운영,서울특별시 동대문구 이문동 164-26,서울특별시 동대문구 신이문로 16,서울특별시교육청,서울특별시동부교육지원청,37.60189649,127.064885
B000001844,서울군자초등학교,초등학교,1973-11-22,공립,운영,서울특별시 동대문구 장안동 239-2,서울특별시 동대문구 한천로6길 21,서울특별시교육청,서울특별시동부교육지원청,37.56412232,127.0605233
B000001845,서울장평초등학교,초등학교,1980-04-04,공립,운영,서울특별시 동대문구 장안동 323,서울특별시 동대문구 답십리로69길 27,서울특별시교육청,서울특별시동부교육지원청,37.57399502,127.073891
B000001846,서울안평초등학교,초등학교,1990-10-10,공립,운영,서울특별시 동대문구 장안동 353-1,서울특별시 동대문구 장한로14길 61,서울특별시교육청,서울특별시동부교육지원청,37.56596821,127.0720334
B000001847,서울배봉초등학교,초등학교,1971-10-08,공립,운영,서울특별시 동대문구 전농동 3-111,서울특별시 동대문구 사가정로 193,서울특별시교육청,서울특별시동부교육지원청,37.58008416,127.0668719
B000001848,서울전동초등학교,초등학교,1969-05-20,공립,운영,서울특별시 동대문구 전농동 45-41,서울특별시 동대문구 전농로16길 61,서울특별시교육청,서울특별시동부교육지원청,37.57908329,127.0608053
B000001849,서울전곡초등학교,초등학교,1961-04-06,공립,운영,서울특별시 동대문구 전농동 188,서울특별시 동대문구 전농로 172,서울특별시교육청,서울특별시동부교육지원청,37.58070429,127.0560124
B000001850,서울전농초등학교,초등학교,1942-04-08,공립,운영,서울특별시 동대문구 전농동 298,서울특별시 동대문구 사가정로 66,서울특별시교육청,서울특별시동부교육지원청,37.57473031,127.0543331
B000001851,서울홍파초등학교,초등학교,1960-07-05,공립,운영,서울특별시 동대문구 제기동 678,서울특별시 동대문구 고산자로 518,서울특별시교육청,서울특별시동부교육지원청,37.58622252,127.0395199
B000001852,서울종암초등학교,초등학교,1922-07-08,공립,운영,서울특별시 동대문구 제기동 1157,서울특별시 동대문구 무학로44길 25,서울특별시교육청,서울특별시동부교육지원청,37.58230741,127.0318564
B000001853,서울홍릉초등학교,초등학교,1967-11-30,공립,운영,서울특별시 동대문구 청량리동 206-44,서울특별시 동대문구 회기로 90,서울특별시교육청,서울특별시동부교육지원청,37.59068752,127.0477051
B000001854,서울청량초등학교,초등학교,1937-04-05,공립,운영,서울특별시 동대문구 회기동 1-1,서울특별시 동대문구 회기로25길 31,서울특별시교육청,서울특별시동부교육지원청,37.5923094,127.0559085
B000001855,서울휘봉초등학교,초등학교,2006-03-01,공립,운영,서울특별시 동대문구 휘경동 49-27,서울특별시 동대문구 장안벚꽃로 309,서울특별시교육청,서울특별시동부교육지원청,37.58567641,127.0700416
B000001856,경희초등학교,초등학교,1961-03-01,사립,운영,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26,서울특별시교육청,서울특별시동부교육지원청,37.59394914,127.054891
B000001857,서울삼육초등학교,초등학교,1913-10-01,사립,운영,서울특별시 동대문구 회기동 102-48,서울특별시 동대문구 회기로10길 63,서울특별시교육청,서울특별시동부교육지원청,37.5887715,127.0471713
B000001858,은석초등학교,초등학교,1963-04-16,사립,운영,서울특별시 동대문구 장안동 328,서울특별시 동대문구 장안벚꽃로 205,서울특별시교육청,서울특별시동부교육지원청,37.57855999,127.0757616
B000001859,서울면목초등학교,초등학교,1944-11-12,공립,운영,서울특별시 중랑구 면목동 221,서울특별시 중랑구 면목로 434,서울특별시교육청,서울특별시동부교육지원청,37.5906966,127.0872878
B000001860,서울면남초등학교,초등학교,1983-10-19,공립,운영,서울특별시 중랑구 면목동 583-15,서울특별시 중랑구 면목로30나길 38,서울특별시교육청,서울특별시동부교육지원청,37.57725972,127.0876664
B000001861,서울동원초등학교,초등학교,1991-03-01,공립,운영,서울특별시 중랑구 망우동 216,서울특별시 중랑구 송림길 114,서울특별시교육청,서울특별시동부교육지원청,37.60457824,127.1044913
B000001862,서울면북초등학교,초등학교,1983-10-26,공립,운영,서울특별시 중랑구 망우동 119,서울특별시 중랑구 용마공원로5길 32,서울특별시교육청,서울특별시동부교육지원청,37.59441816,127.1035478
B000001863,서울망우초등학교,초등학교,1977-03-01,공립,운영,서울특별시 중랑구 망우동 153-1,서울특별시 중랑구 망우로72길 49,서울특별시교육청,서울특별시동부교육지원청,37.59873698,127.1038418
B000001864,서울면일초등학교,초등학교,1983-04-21,공립,운영,서울특별시 중랑구 망우동 440,서울특별시 중랑구 용마산로100길 13,서울특별시교육청,서울특별시동부교육지원청,37.5920416,127.0997947
B000001866,서울중곡초등학교,초등학교,1967-09-05,공립,운영,서울특별시 중랑구 면목동 380,서울특별시 중랑구 면목로23길 20,서울특별시교육청,서울특별시동부교육지원청,37.57489173,127.083439
B000001867,서울면동초등학교,초등학교,1978-09-01,공립,운영,서울특별시 중랑구 면목동 551,서울특별시 중랑구 면목로57길 32,서울특별시교육청,서울특별시동부교육지원청,37.58535152,127.0865922
B000001868,서울중목초등학교,초등학교,1997-09-01,공립,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,서울특별시교육청,서울특별시동부교육지원청,37.59008735,127.0793361
B000001869,서울중랑초등학교,초등학교,1972-05-08,공립,운영,서울특별시 중랑구 면목동 192-1,서울특별시 중랑구 봉우재로6길 26,서울특별시교육청,서울특별시동부교육지원청,37.58966282,127.0755035
B000001870,서울원묵초등학교,초등학교,1995-09-01,공립,운영,서울특별시 중랑구 묵동 11,서울특별시 중랑구 숙선옹주로 109,서울특별시교육청,서울특별시동부교육지원청,37.61774881,127.0868142
B000001871,서울묵현초등학교,초등학교,2004-09-01,공립,운영,서울특별시 중랑구 묵동 242-55,서울특별시 중랑구 동일로157길 75,서울특별시교육청,서울특별시동부교육지원청,37.60908041,127.0736243
B000001872,서울신묵초등학교,초등학교,1984-12-05,공립,운영,서울특별시 중랑구 묵동 246-12,서울특별시 중랑구 동일로149길 46,서울특별시교육청,서울특별시동부교육지원청,37.60652285,127.0758358
B000001873,서울상봉초등학교,초등학교,1983-10-25,공립,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,서울특별시교육청,서울특별시동부교육지원청,37.59797895,127.0831714
B000001874,서울신현초등학교,초등학교,1996-03-01,공립,운영,서울특별시 중랑구 신내동 663,서울특별시 중랑구 봉화산로 188,서울특별시교육청,서울특별시동부교육지원청,37.60581459,127.0935852
B000001875,서울신내초등학교,초등학교,1994-03-01,공립,운영,서울특별시 중랑구 신내동 444,서울특별시 중랑구 용마산로125나길 22,서울특별시교육청,서울특별시동부교육지원청,37.60493422,127.1001285
B000001876,서울중화초등학교,초등학교,1946-11-07,공립,운영,서울특별시 중랑구 신내동 531,서울특별시 중랑구 신내로7가길 22,서울특별시교육청,서울특별시동부교육지원청,37.60292163,127.094065
B000001877,서울봉화초등학교,초등학교,1996-09-19,공립,운영,서울특별시 중랑구 신내동 655,서울특별시 중랑구 신내로15길 110,서울특별시교육청,서울특별시동부교육지원청,37.61357623,127.0924085
B000001878,서울묵동초등학교,초등학교,1972-12-03,공립,운영,서울특별시 중랑구 중화동 277-1,서울특별시 중랑구 동일로138길 27,서울특별시교육청,서울특별시동부교육지원청,37.60335949,127.0808272
B000001879,서울중흥초등학교,초등학교,1999-09-01,공립,운영,서울특별시 중랑구 중화동 119,서울특별시 중랑구 봉화산로 82,서울특별시교육청,서울특별시동부교육지원청,37.60167188,127.0841422
B000001880,금성초등학교,초등학교,1965-06-26,사립,운영,서울특별시 중랑구 신내동 651,서울특별시 중랑구 신내로21길 55,서울특별시교육청,서울특별시동부교육지원청,37.61531513,127.0898585
B000001881,서울은빛초등학교,초등학교,2011-03-01,공립,운영,서울특별시 은평구 진관동 23,서울특별시 은평구 진관3로 73-17,서울특별시교육청,서울특별시서부교육지원청,37.64153447,126.921856
B000001882,서울신도초등학교,초등학교,1928-12-01,공립,운영,서울특별시 은평구 진관동 108,서울특별시 은평구 진관1로 77-23,서울특별시교육청,서울특별시서부교육지원청,37.63296389,126.9291989
B000001883,서울은진초등학교,초등학교,2009-03-01,공립,운영,서울특별시 은평구 진관동 104,서울특별시 은평구 진관1로 21-20,서울특별시교육청,서울특별시서부교육지원청,37.63303012,126.920996
B000001884,서울진관초등학교,초등학교,2008-09-01,공립,운영,서울특별시 은평구 진관동 8,서울특별시 은평구 진관4로 78-16,서울특별시교육청,서울특별시서부교육지원청,37.64543483,126.9292124
B000001885,서울북한산초등학교,초등학교,1967-03-25,공립,운영,서울특별시 은평구 진관동 산3,서울특별시 은평구 대서문길 42-3,서울특별시교육청,서울특별시서부교육지원청,37.65363208,126.9504624
B000001886,서울갈현초등학교,초등학교,1967-03-13,공립,운영,서울특별시 은평구 갈현동 451-15,서울특별시 은평구 연서로29길 31,서울특별시교육청,서울특별시서부교육지원청,37.61977964,126.9166834
B000001887,서울구현초등학교,초등학교,2009-03-01,공립,운영,서울특별시 은평구 구산동 164,서울특별시 은평구 갈현로15길 51,서울특별시교육청,서울특별시서부교육지원청,37.60984462,126.9057958
B000001888,서울구산초등학교,초등학교,1977-11-29,공립,운영,서울특별시 은평구 구산동 152-3,서울특별시 은평구 서오릉로15길 16,서울특별시교육청,서울특별시서부교육지원청,37.61275096,126.9093765
B000001889,서울은평초등학교,초등학교,1931-03-01,공립,운영,서울특별시 은평구 녹번동 40-3,서울특별시 은평구 은평로 239,서울특별시교육청,서울특별시서부교육지원청,37.60230404,126.9340336
B000001890,서울녹번초등학교,초등학교,1982-09-24,공립,운영,서울특별시 은평구 녹번동 174,서울특별시 은평구 녹번로1길 1,서울특별시교육청,서울특별시서부교육지원청,37.60458339,126.9257463
B000001891,서울수리초등학교,초등학교,2011-03-01,공립,운영,서울특별시 은평구 불광동 639,서울특별시 은평구 불광로14길 10-10,서울특별시교육청,서울특별시서부교육지원청,37.62030737,126.9341783
B000001892,서울대조초등학교,초등학교,1967-11-24,공립,운영,서울특별시 은평구 대조동 212-1,서울특별시 은평구 연서로18길 17,서울특별시교육청,서울특별시서부교육지원청,37.61357914,126.9193022
B000001893,서울연신초등학교,초등학교,1976-03-18,공립,운영,서울특별시 은평구 불광동 73-1,서울특별시 은평구 연서로 347,서울특별시교육청,서울특별시서부교육지원청,37.62605996,126.9277513
B000001894,서울불광초등학교,초등학교,1962-04-18,공립,운영,서울특별시 은평구 불광동 272-2,서울특별시 은평구 불광로 51,서울특별시교육청,서울특별시서부교육지원청,37.61342945,126.9307187
B000001895,서울연천초등학교,초등학교,1985-03-01,공립,운영,서울특별시 은평구 불광동 346-153,서울특별시 은평구 연서로34길 22,서울특별시교육청,서울특별시서부교육지원청,37.62134929,126.9299179
B000001896,서울연광초등학교,초등학교,2004-03-01,공립,운영,서울특별시 은평구 불광동 400-6,서울특별시 은평구 연서로35길 37,서울특별시교육청,서울특별시서부교육지원청,37.62364876,126.923909
B000001897,서울수색초등학교,초등학교,1935-04-01,공립,운영,서울특별시 은평구 수색동 129,서울특별시 은평구 수색로16길 21,서울특별시교육청,서울특별시서부교육지원청,37.58517215,126.8960121
B000001898,서울신사초등학교,초등학교,1980-10-24,공립,운영,서울특별시 은평구 신사동 98-32,서울특별시 은평구 가좌로 275-2,서울특별시교육청,서울특별시서부교육지원청,37.5928019,126.9119832
B000001899,서울서신초등학교,초등학교,2005-03-01,공립,운영,서울특별시 은평구 신사동 194,서울특별시 은평구 은평터널로 150,서울특별시교육청,서울특별시서부교육지원청,37.59229405,126.9073823
B000001900,서울상신초등학교,초등학교,1982-07-07,공립,운영,서울특별시 은평구 신사동 230-11,서울특별시 은평구 가좌로 361,서울특별시교육청,서울특별시서부교육지원청,37.59755372,126.9046049
B000001901,서울역촌초등학교,초등학교,1972-03-16,공립,운영,서울특별시 은평구 역촌동 82-1,서울특별시 은평구 은평로3길 25,서울특별시교육청,서울특별시서부교육지원청,37.60158417,126.913928
B000001902,서울은명초등학교,초등학교,2008-09-01,공립,운영,서울특별시 은평구 응암동 114-12,서울특별시 은평구 은평로4길 21-9,서울특별시교육청,서울특별시서부교육지원청,37.59769681,126.9182757
B000001903,서울연은초등학교,초등학교,1983-09-26,공립,운영,서울특별시 은평구 응암동 242-424,서울특별시 은평구 백련산로2길 35,서울특별시교육청,서울특별시서부교육지원청,37.59051222,126.9251778
B000001904,서울응암초등학교,초등학교,1962-11-12,공립,운영,서울특별시 은평구 응암동 산7-40,서울특별시 은평구 가좌로6길 20,서울특별시교육청,서울특별시서부교육지원청,37.58875319,126.9216161
B000001905,서울증산초등학교,초등학교,1976-11-26,공립,운영,서울특별시 은평구 증산동 212,서울특별시 은평구 증산서길 61,서울특별시교육청,서울특별시서부교육지원청,37.58256527,126.9042764
B000001906,서울대은초등학교,초등학교,1982-10-08,공립,운영,서울특별시 은평구 대조동 82-5,서울특별시 은평구 통일로69길 12-15,서울특별시교육청,서울특별시서부교육지원청,37.61236712,126.9258698
B000001907,충암초등학교,초등학교,1966-03-03,사립,운영,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5,서울특별시교육청,서울특별시서부교육지원청,37.58464029,126.9218095
B000001908,선일초등학교,초등학교,1965-09-27,사립,운영,서울특별시 은평구 갈현동 240-1,서울특별시 은평구 갈현로29길 27,서울특별시교육청,서울특별시서부교육지원청,37.62030421,126.9119931
B000001909,예일초등학교,초등학교,1965-09-26,사립,운영,서울특별시 은평구 구산동 8-3,서울특별시 은평구 연서로 117,서울특별시교육청,서울특별시서부교육지원청,37.6109459,126.9147928
B000001912,서울미동초등학교,초등학교,1896-05-01,공립,운영,서울특별시 서대문구 미근동 36-1,서울특별시 서대문구 충정로 52,서울특별시교육청,서울특별시서부교육지원청,37.56335057,126.9658506
B000001913,서울금화초등학교,초등학교,1924-04-01,공립,운영,서울특별시 서대문구 천연동 13-1,서울특별시 서대문구 통일로 165,서울특별시교육청,서울특별시서부교육지원청,37.56882755,126.9629414
B000001914,서울홍은초등학교,초등학교,1974-03-06,공립,운영,서울특별시 서대문구 홍제동 286-5,서울특별시 서대문구 세검정로 105,서울특별시교육청,서울특별시서부교육지원청,37.59754027,126.949458
B000001915,서울홍제초등학교,초등학교,1947-01-10,공립,운영,서울특별시 서대문구 홍은동 48,서울특별시 서대문구 홍은중앙로 13,서울특별시교육청,서울특별시서부교육지원청,37.59350546,126.9454205
B000001916,서울북성초등학교,초등학교,1941-11-01,공립,운영,서울특별시 서대문구 북아현동 215,서울특별시 서대문구 북아현로1나길 22,서울특별시교육청,서울특별시서부교육지원청,37.55963212,126.9518349
B000001917,서울연가초등학교,초등학교,1973-09-07,공립,운영,서울특별시 서대문구 남가좌동 364-6,서울특별시 서대문구 증가로12가길 49-50,서울특별시교육청,서울특별시서부교육지원청,37.5795632,126.9173292
B000001918,서울대신초등학교,초등학교,1965-03-10,공립,운영,서울특별시 서대문구 대현동 67-1,서울특별시 서대문구 이화여대2길 27,서울특별시교육청,서울특별시서부교육지원청,37.55795026,126.9480572
B000001919,서울북가좌초등학교,초등학교,1969-03-24,공립,운영,서울특별시 서대문구 북가좌동 376-17,서울특별시 서대문구 거북골로19길 20,서울특별시교육청,서울특별시서부교육지원청,37.57722021,126.9077782
B000001920,서울연희초등학교,초등학교,1968-12-07,공립,운영,서울특별시 서대문구 연희동 88-1,서울특별시 서대문구 연희로 136,서울특별시교육청,서울특별시서부교육지원청,37.56904593,126.9341423
B000001921,서울창서초등학교,초등학교,1961-11-01,공립,운영,서울특별시 서대문구 창천동 53-38,서울특별시 서대문구 연세로5나길 30-3,서울특별시교육청,서울특별시서부교육지원청,37.55814305,126.9334809
B000001922,서울홍연초등학교,초등학교,1975-07-03,공립,운영,서울특별시 서대문구 홍은동 305,서울특별시 서대문구 백련사길 55,서울특별시교육청,서울특별시서부교육지원청,37.58211871,126.9306604
B000001923,서울안산초등학교,초등학교,1937-11-30,공립,운영,서울특별시 서대문구 홍제동 44,서울특별시 서대문구 통일로 321,서울특별시교육청,서울특별시서부교육지원청,37.57916901,126.9522097
B000001924,서울인왕초등학교,초등학교,1962-11-12,공립,운영,서울특별시 서대문구 홍제동 245-1,서울특별시 서대문구 세무서길 33-9,서울특별시교육청,서울특별시서부교육지원청,37.59023007,126.9448045
B000001925,서울고은초등학교,초등학교,1972-03-01,공립,운영,서울특별시 서대문구 홍제동 320-3,서울특별시 서대문구 모래내로 441,서울특별시교육청,서울특별시서부교육지원청,37.58500184,126.9439749
B000001926,경기초등학교,초등학교,1964-12-03,사립,운영,서울특별시 서대문구 충정로2가 70-2,서울특별시 서대문구 경기대로9길 10,서울특별시교육청,서울특별시서부교육지원청,37.56511029,126.9628606
B000001927,이화여자대학교사범대학부속초등학교,초등학교,1955-09-01,사립,운영,서울특별시 서대문구 대신동 20,서울특별시 서대문구 성산로 512-39,서울특별시교육청,서울특별시서부교육지원청,37.56115022,126.9427504
B000001928,추계초등학교,초등학교,1964-07-20,사립,운영,서울특별시 서대문구 북아현동 190-1,서울특별시 서대문구 북아현로11가길 7,서울특별시교육청,서울특별시서부교육지원청,37.56317672,126.9540593
B000001929,명지초등학교,초등학교,1967-03-15,사립,운영,서울특별시 서대문구 홍은동 산26-127,서울특별시 서대문구 명지2길 32-20,서울특별시교육청,서울특별시서부교육지원청,37.58362994,126.9282315
B000001930,서울공덕초등학교,초등학교,1944-09-01,공립,운영,서울특별시 마포구 공덕동 256-4,서울특별시 마포구 만리재옛길 13,서울특별시교육청,서울특별시서부교육지원청,37.54580335,126.9548231
B000001931,서울창천초등학교,초등학교,1940-04-01,공립,운영,서울특별시 마포구 노고산동 33-1,서울특별시 마포구 백범로1길 56,서울특별시교육청,서울특별시서부교육지원청,37.55491782,126.9392951
B000001932,서울용강초등학교,초등학교,1916-04-26,공립,운영,서울특별시 마포구 대흥동 35-1,서울특별시 마포구 백범로17길 9,서울특별시교육청,서울특별시서부교육지원청,37.54910215,126.9440443
B000001933,서울마포초등학교,초등학교,1911-06-12,공립,운영,서울특별시 마포구 도화동 224-9,서울특별시 마포구 도화2길 64,서울특별시교육청,서울특별시서부교육지원청,37.53860225,126.949816
B000001934,서울동교초등학교,초등학교,1974-09-01,공립,운영,서울특별시 마포구 망원동 426-5,서울특별시 마포구 월드컵로25길 86,서울특별시교육청,서울특별시서부교육지원청,37.55862448,126.9024006
B000001935,서울망원초등학교,초등학교,1984-09-01,공립,운영,서울특별시 마포구 망원동 467-1,서울특별시 마포구 방울내로5길 28,서울특별시교육청,서울특별시서부교육지원청,37.56088948,126.9007631
B000001936,서울서강초등학교,초등학교,1937-04-01,공립,운영,서울특별시 마포구 상수동 1-1,서울특별시 마포구 독막로 113,서울특별시교육청,서울특별시서부교육지원청,37.54869715,126.9268512
B000001937,서울하늘초등학교,초등학교,2011-03-01,공립,운영,서울특별시 마포구 상암동 1737,서울특별시 마포구 월드컵북로 502-14,서울특별시교육청,서울특별시서부교육지원청,37.5858088,126.8808619
B000001938,서울서교초등학교,초등학교,1962-07-12,공립,운영,서울특별시 마포구 서교동 341,서울특별시 마포구 와우산로23길 20-27,서울특별시교육청,서울특별시서부교육지원청,37.55488903,126.9243787
B000001939,서울성원초등학교,초등학교,1986-10-22,공립,운영,서울특별시 마포구 성산동 175-1,서울특별시 마포구 월드컵로36길 34,서울특별시교육청,서울특별시서부교육지원청,37.56698252,126.9050853
B000001940,서울성서초등학교,초등학교,1984-03-01,공립,운영,서울특별시 마포구 성산동 31-1,서울특별시 마포구 성미산로7길 24,서울특별시교육청,서울특별시서부교육지원청,37.56059575,126.9109242
B000001941,서울중동초등학교,초등학교,1978-03-01,공립,운영,서울특별시 마포구 성산동 94-1,서울특별시 마포구 월드컵북로 152,서울특별시교육청,서울특별시서부교육지원청,37.56641061,126.9117752
B000001942,서울신석초등학교,초등학교,1964-03-10,공립,운영,서울특별시 마포구 신수동 445-1,서울특별시 마포구 대흥로 33,서울특별시교육청,서울특별시서부교육지원청,37.54453582,126.9377793
B000001943,서울아현초등학교,초등학교,1925-04-02,공립,운영,서울특별시 마포구 아현동 267-3,서울특별시 마포구 굴레방로 6,서울특별시교육청,서울특별시서부교육지원청,37.5558319,126.9562422
B000001944,서울소의초등학교,초등학교,1945-11-01,공립,운영,서울특별시 마포구 아현동 386-1,서울특별시 마포구 마포대로24길 42,서울특별시교육청,서울특별시서부교육지원청,37.55278186,126.9606556
B000001945,서울한서초등학교,초등학교,1945-11-01,공립,운영,서울특별시 마포구 염리동 24-140,서울특별시 마포구 대흥로24바길 27,서울특별시교육청,서울특별시서부교육지원청,37.55364783,126.9497788
B000001946,서울염리초등학교,초등학교,1983-11-22,공립,운영,서울특별시 마포구 염리동 173-4,서울특별시 마포구 토정로37길 37,서울특별시교육청,서울특별시서부교육지원청,37.54271029,126.945999
B000001947,서울신북초등학교,초등학교,1982-11-11,공립,운영,서울특별시 마포구 중동 42,서울특별시 마포구 월드컵북로38길 26,서울특별시교육청,서울특별시서부교육지원청,37.57110496,126.9053603
B000001948,서울성산초등학교,초등학교,1969-03-24,공립,운영,서울특별시 마포구 합정동 427-2,서울특별시 마포구 양화로3길 94,서울특별시교육청,서울특별시서부교육지원청,37.55342789,126.9109504
B000001949,서울상지초등학교,초등학교,2007-03-01,공립,운영,서울특별시 마포구 상암동 1676,서울특별시 마포구 월드컵로42길 30,서울특별시교육청,서울특별시서부교육지원청,37.57975102,126.8820736
B000001950,서울상암초등학교,초등학교,1972-09-01,공립,운영,서울특별시 마포구 상암동 1635,서울특별시 마포구 월드컵북로 353,서울특별시교육청,서울특별시서부교육지원청,37.57633795,126.8923219
B000001951,홍익대학교사범대학부속초등학교,초등학교,1966-03-12,사립,운영,서울특별시 마포구 성산동 산11-31,서울특별시 마포구 성미산로 51,서울특별시교육청,서울특별시서부교육지원청,37.55964474,126.9132084
B000001952,서울천왕초등학교,초등학교,2011-09-01,공립,운영,서울특별시 구로구 천왕동 273-2,서울특별시 구로구 천왕로1길 11,서울특별시교육청,서울특별시남부교육지원청,37.48145598,126.8370629
B000001953,서울영일초등학교,초등학교,1967-11-29,공립,운영,서울특별시 구로구 가리봉동 17,서울특별시 구로구 남부순환로105길 218,서울특별시교육청,서울특별시남부교육지원청,37.48564539,126.8838134
B000001954,서울미래초등학교,초등학교,2002-03-01,공립,운영,서울특별시 구로구 구로동 3-13,서울특별시 구로구 새말로 73,서울특별시교육청,서울특별시남부교육지원청,37.50510665,126.8880137
B000001955,서울고원초등학교,초등학교,2004-03-01,공립,운영,서울특별시 구로구 고척동 66-26,서울특별시 구로구 경인로46길 13,서울특별시교육청,서울특별시남부교육지원청,37.49761122,126.8657993
B000001956,서울고산초등학교,초등학교,1991-09-02,공립,운영,서울특별시 구로구 고척동 76-10,서울특별시 구로구 중앙로 6,서울특별시교육청,서울특별시남부교육지원청,37.49897255,126.8647727
B000001957,서울개웅초등학교,초등학교,1998-09-01,공립,운영,서울특별시 구로구 개봉동 273-16,서울특별시 구로구 개봉로11길 98,서울특별시교육청,서울특별시남부교육지원청,37.48857132,126.8499823
B000001958,서울개명초등학교,초등학교,1984-05-04,공립,운영,서울특별시 구로구 개봉동 314-165,서울특별시 구로구 개봉로1다길 16-9,서울특별시교육청,서울특별시남부교육지원청,37.48303904,126.8509791
B000001959,서울온수초등학교,초등학교,1984-09-19,공립,운영,서울특별시 구로구 온수동 9-34,서울특별시 구로구 부일로 893,서울특별시교육청,서울특별시남부교육지원청,37.49400506,126.8259667
B000001960,서울매봉초등학교,초등학교,1985-10-28,공립,운영,서울특별시 구로구 개봉동 3,서울특별시 구로구 고척로21길 55,서울특별시교육청,서울특별시남부교육지원청,37.50491523,126.8443653
B000001961,서울개봉초등학교,초등학교,1971-09-01,공립,운영,서울특별시 구로구 개봉동 266,서울특별시 구로구 개봉로16길 30-11,서울특별시교육청,서울특별시남부교육지원청,37.48952491,126.857976
B000001962,서울고척초등학교,초등학교,1967-04-07,공립,운영,서울특별시 구로구 고척동 129-3,서울특별시 구로구 경서로 31,서울특별시교육청,서울특별시남부교육지원청,37.50094829,126.8569791
B000001963,서울덕의초등학교,초등학교,1983-12-01,공립,운영,서울특별시 구로구 고척동 217,서울특별시 구로구 고척로 213,서울특별시교육청,서울특별시남부교육지원청,37.50605683,126.857346
B000001964,서울세곡초등학교,초등학교,1972-09-01,공립,운영,서울특별시 구로구 고척동 253-129,서울특별시 구로구 고척로33길 34,서울특별시교육청,서울특별시남부교육지원청,37.5050561,126.8491198
B000001965,서울동구로초등학교,초등학교,1972-03-01,공립,운영,서울특별시 구로구 구로동 93,서울특별시 구로구 구로중앙로14길 43,서울특별시교육청,서울특별시남부교육지원청,37.49407053,126.8927802
B000001966,서울신구로초등학교,초등학교,1982-10-26,공립,운영,서울특별시 구로구 구로동 105,서울특별시 구로구 가마산로27길 69,서울특별시교육청,서울특별시남부교육지원청,37.49966003,126.8897631
B000001967,서울영서초등학교,초등학교,1979-09-28,공립,운영,서울특별시 구로구 구로동 165-1,서울특별시 구로구 도림로20길 57,서울특별시교육청,서울특별시남부교육지원청,37.48896082,126.8955833
B000001968,서울구로남초등학교,초등학교,1964-03-11,공립,운영,서울특별시 구로구 구로동 253,서울특별시 구로구 디지털로27길 76,서울특별시교육청,서울특별시남부교육지원청,37.48420602,126.8902182
B000001969,서울구로초등학교,초등학교,1950-06-20,공립,운영,서울특별시 구로구 구로동 443,서울특별시 구로구 구로중앙로27나길 9,서울특별시교육청,서울특별시남부교육지원청,37.49746187,126.8865543
B000001970,서울구일초등학교,초등학교,1987-10-22,공립,운영,서울특별시 구로구 구로동 685-221,서울특별시 구로구 구일로 68,서울특별시교육청,서울특별시남부교육지원청,37.49319187,126.8734727
B000001971,서울신미림초등학교,초등학교,2002-03-02,공립,운영,서울특별시 구로구 신도림동 398-28,서울특별시 구로구 신도림로 26,서울특별시교육청,서울특별시남부교육지원청,37.50714192,126.8795527
B000001972,서울신도림초등학교,초등학교,1982-10-22,공립,운영,서울특별시 구로구 신도림동 300-6,서울특별시 구로구 신도림로19길 44,서울특별시교육청,서울특별시남부교육지원청,37.51198439,126.8832546
B000001973,서울오류초등학교,초등학교,1943-05-23,공립,운영,서울특별시 구로구 오류동 13-3,서울특별시 구로구 경인로19길 39,서울특별시교육청,서울특별시남부교육지원청,37.49752741,126.842030
B000001974,서울오정초등학교,초등학교,1986-04-29,공립,운영,서울특별시 구로구 오류동 108-28,서울특별시 구로구 경인로2길 10,서울특별시교육청,서울특별시남부교육지원청,37.49016566,126.8264392
B000001975,서울오류남초등학교,초등학교,1982-09-01,공립,운영,서울특별시 구로구 오류동 191-1,서울특별시 구로구 서해안로24길 22,서울특별시교육청,서울특별시남부교육지원청,37.48968652,126.8391127
