학교ID,학교명,학교급구분,설립일자,설립형태,운영상태,소재지지번주소,소재지도로명주소,시도교육청명,교육지원청명,위도,경도
B000004908,비두초등학교,초등학교,1947-09-01,공립,운영,강원특별자치도 원주시 문막읍 비두리 843,강원특별자치도 원주시 문막읍 귀문로 1070,강원특별자치도교육청,강원특별자치도원주교육지원청,37.26190381,127.8348305
B000004909,황둔초등학교,초등학교,1935-07-07,공립,운영,강원특별자치도 원주시 신림면 황둔리 350,강원특별자치도 원주시 신림면 신림황둔로 1185,강원특별자치도교육청,강원특별자치도원주교육지원청,37.26154816,128.1856828
B000004910,산현초등학교,초등학교,1933-07-07,공립,운영,강원특별자치도 원주시 호저면 산현리 188,강원특별자치도 원주시 호저면 칠봉로 347,강원특별자치도교육청,강원특별자치도원주교육지원청,37.42513544,127.8939741
B000004912,초당초등학교,초등학교,1992-03-01,공립,운영,강원특별자치도 강릉시 초당동 산16,강원특별자치도 강릉시 연당길 35-11,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.78168439,128.913111
B000004913,동명초등학교,초등학교,1938-07-04,공립,운영,강원특별자치도 강릉시 송정동 168-1,강원특별자치도 강릉시 경강로 2473,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.77543116,128.9287446
B000004914,명주초등학교,초등학교,1946-03-06,공립,운영,강원특별자치도 강릉시 회산동 24,강원특별자치도 강릉시 강변로 86-1,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.74277817,128.8784692
B000004915,모산초등학교,초등학교,1941-09-28,공립,운영,강원특별자치도 강릉시 장현동 43-2,강원특별자치도 강릉시 모산로224번길 3,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.73184003,128.9017805
B000004916,중앙초등학교,초등학교,1957-04-08,공립,운영,강원특별자치도 강릉시 입암동 산12,강원특별자치도 강릉시 성덕포남로 18,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.75808663,128.9228517
B000004917,경포대초등학교,초등학교,1968-03-25,공립,운영,강원특별자치도 강릉시 안현동 106-6,강원특별자치도 강릉시 경포로475번길 23-11,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.80485771,128.9001388
B000004918,교동초등학교,초등학교,1971-10-11,공립,운영,강원특별자치도 강릉시 교동 310-1,강원특별자치도 강릉시 율곡로2968번길 10,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.76730824,128.8935846
B000004919,경포초등학교,초등학교,1932-05-05,공립,운영,강원특별자치도 강릉시 교동 1797,강원특별자치도 강릉시 솔올로 90,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.77000657,128.8798575
B000004920,율곡초등학교,초등학교,2000-03-01,공립,운영,강원특별자치도 강릉시 교동 1851,강원특별자치도 강릉시 원대로 129,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.76623849,128.8816262
B000004921,영동초등학교,초등학교,1985-06-07,공립,운영,강원특별자치도 강릉시 교동 1038,강원특별자치도 강릉시 화부산로 28,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.76044419,128.8861601
B000004922,남산초등학교,초등학교,1983-04-20,공립,운영,강원특별자치도 강릉시 내곡동 125,강원특별자치도 강릉시 남산초교길 33,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.74449004,128.892106
B000004923,노암초등학교,초등학교,1979-03-15,공립,운영,강원특별자치도 강릉시 노암동 415-2,강원특별자치도 강릉시 노암등길 71,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.74082297,128.901541
B000004924,옥천초등학교,초등학교,1943-07-06,공립,운영,강원특별자치도 강릉시 옥천동 111,강원특별자치도 강릉시 수문길 25,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.75683221,128.9027168
B000004925,성덕초등학교,초등학교,1935-12-02,공립,운영,강원특별자치도 강릉시 입암동 625-1,강원특별자치도 강릉시 용지로 60,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.75644211,128.910547
B000004926,포남초등학교,초등학교,1981-09-01,공립,운영,강원특별자치도 강릉시 포남동 1085,강원특별자치도 강릉시 가작로287번길 20,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.77276174,128.9052949
B000004927,남강초등학교,초등학교,1987-03-01,공립,운영,강원특별자치도 강릉시 포남동 1278-117,강원특별자치도 강릉시 경강로2310번길 7,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.7670985,128.9146306
B000004928,강릉초등학교,초등학교,1896-09-17,공립,운영,강원특별자치도 강릉시 홍제동 38,강원특별자치도 강릉시 토성로 103,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.75367806,128.887751
B000004929,한솔초등학교,초등학교,1997-05-06,공립,운영,강원특별자치도 강릉시 포남동 1296,강원특별자치도 강릉시 하평2길 45,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.77444621,128.9141358
B000004930,운산초등학교,초등학교,1949-01-31,공립,운영,강원특별자치도 강릉시 운산동 148,강원특별자치도 강릉시 운산길 79-15,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.7297797,128.9375871
B000004931,주문진초등학교,초등학교,1919-10-01,공립,운영,강원특별자치도 강릉시 주문진읍 교항리 161,강원특별자치도 강릉시 주문진읍 주문로 26,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.88688223,128.8266399
B000004932,주영초등학교,초등학교,1942-04-05,공립,운영,강원특별자치도 강릉시 주문진읍 주문리 461,강원특별자치도 강릉시 주문진읍 약수동길 15-12,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.89800326,128.8260432
B000004933,신영초등학교,초등학교,1966-03-21,공립,운영,강원특별자치도 강릉시 주문진읍 향호리 1187-7,강원특별자치도 강릉시 주문진읍 주문북로 160,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.90706843,128.8232652
B000004935,구정초등학교,초등학교,1936-10-01,공립,운영,강원특별자치도 강릉시 구정면 학산리 317,강원특별자치도 강릉시 구정면 범일로 266-14,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.71771534,128.8913615
B000004936,금광초등학교,초등학교,1944-06-24,공립,운영,강원특별자치도 강릉시 구정면 금광리 858-3,강원특별자치도 강릉시 구정면 금평로 575,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.70388258,128.9135547
B000004937,강동초등학교,초등학교,1932-02-10,공립,운영,강원특별자치도 강릉시 강동면 모전리 384,강원특별자치도 강릉시 강동면 단경로 20,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.72474403,128.9623406
B000004938,정동초등학교,초등학교,1940-11-03,공립,운영,강원특별자치도 강릉시 강동면 정동진리 184,강원특별자치도 강릉시 강동면 헌화로 1055,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.68735318,129.0336174
B000004939,옥계초등학교금진분교장,초등학교,1965-04-10,공립,운영,강원특별자치도 강릉시 옥계면 금진리 417,강원특별자치도 강릉시 옥계면 금진안길 2,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.63495713,129.0434718
B000004940,옥계초등학교,초등학교,1920-09-01,공립,운영,강원특별자치도 강릉시 옥계면 현내리 344-1,강원특별자치도 강릉시 옥계면 옥계로 1074,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.6094088,129.0347767
B000004941,성산초등학교,초등학교,1922-04-01,공립,운영,강원특별자치도 강릉시 성산면 구산리 154,강원특별자치도 강릉시 성산면 구산길 15,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.71907111,128.8337431
B000004942,송양초등학교,초등학교,1943-07-05,공립,운영,강원특별자치도 강릉시 성산면 위촌리 589,강원특별자치도 강릉시 성산면 위촌길 198,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.75885165,128.8477386
B000004943,사천초등학교,초등학교,1924-05-18,공립,운영,강원특별자치도 강릉시 사천면 미노리 406,강원특별자치도 강릉시 사천면 미노길 46,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.82188867,128.8505139
B000004944,운양초등학교,초등학교,1943-07-30,공립,운영,강원특별자치도 강릉시 사천면 판교리 254,강원특별자치도 강릉시 사천면 이설당1길 36,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.83710042,128.8586163
B000004945,연곡초등학교,초등학교,1934-03-10,공립,운영,강원특별자치도 강릉시 연곡면 동덕리 959,강원특별자치도 강릉시 연곡면 진고개로 2656,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.85709645,128.8292866
B000004946,신왕초등학교,초등학교,1965-03-01,공립,운영,강원특별자치도 강릉시 연곡면 행정리 226-4,강원특별자치도 강릉시 연곡면 진고개로 2265-11,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.85361534,128.7873096
B000004947,숲실초등학교,초등학교,1944-06-13,공립,운영,강원특별자치도 강릉시 강동면 임곡리 350,강원특별자치도 강릉시 강동면 임곡로 890-14,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.67721845,128.9689053
B000004948,왕산초등학교,초등학교,1936-09-25,공립,운영,강원특별자치도 강릉시 왕산면 도마리 595,강원특별자치도 강릉시 왕산면 백두대간로 2011-8,강원특별자치도교육청,강원특별자치도강릉교육지원청,37.67359898,128.8368585
B000004949,남호초등학교,초등학교,1967-03-30,공립,운영,강원특별자치도 동해시 평릉동 443,강원특별자치도 동해시 평원로 120,강원특별자치도교육청,강원특별자치도동해교육지원청,37.53437365,129.1131685
B000004950,동호초등학교,초등학교,1956-01-07,공립,운영,강원특별자치도 동해시 발한동 572-2,강원특별자치도 동해시 발한로 123,강원특별자치도교육청,강원특별자치도동해교육지원청,37.54417872,129.1001844
B000004951,묵호초등학교,초등학교,1935-11-12,공립,운영,강원특별자치도 동해시 발한동 318,강원특별자치도 동해시 발한천길 30,강원특별자치도교육청,강원특별자치도동해교육지원청,37.55230105,129.1013302
B000004952,창호초등학교,초등학교,1963-11-11,공립,운영,강원특별자치도 동해시 묵호진동 85-7,강원특별자치도 동해시 해맞이길 183,강원특별자치도교육청,강원특별자치도동해교육지원청,37.55924145,129.1081551
B000004953,망상초등학교,초등학교,1943-07-04,공립,운영,강원특별자치도 동해시 망상동 353-1,강원특별자치도 동해시 동해대로 6251,강원특별자치도교육청,강원특별자치도동해교육지원청,37.59086742,129.0902466
B000004954,동해초등학교,초등학교,1989-03-01,공립,운영,강원특별자치도 동해시 용정동 475-3,강원특별자치도 동해시 봉오주택길 22,강원특별자치도교육청,강원특별자치도동해교육지원청,37.51222384,129.1197999743
B000004955,북삼초등학교,초등학교,1946-01-24,공립,운영,강원특별자치도 동해시 지흥동 124-1,강원특별자치도 동해시 지양길 77,강원특별자치도교육청,강원특별자치도동해교육지원청,37.49565579,129.1009681
B000004956,청운초등학교,초등학교,2002-09-01,공립,운영,강원특별자치도 동해시 쇄운동 75,강원특별자치도 동해시 청운로 60,강원특별자치도교육청,강원특별자치도동해교육지원청,37.48530257,129.1041723
B000004957,북평초등학교,초등학교,1918-05-10,공립,운영,강원특별자치도 동해시 북평동 25-6,강원특별자치도 동해시 오일장1길 22,강원특별자치도교육청,강원특별자치도동해교육지원청,37.48224269,129.1242282
B000004958,삼화초등학교,초등학교,1942-05-27,공립,운영,강원특별자치도 동해시 이로동 32-12,강원특별자치도 동해시 파수길 38,강원특별자치도교육청,강원특별자치도동해교육지원청,37.48462946,129.0677053
B000004959,송정초등학교,초등학교,1938-04-29,공립,운영,강원특별자치도 동해시 송정동 1058,강원특별자치도 동해시 동해역길 25,강원특별자치도교육청,강원특별자치도동해교육지원청,37.49516696,129.1228649
B000004960,천곡초등학교,초등학교,1994-03-01,공립,운영,강원특별자치도 동해시 천곡동 320-1,강원특별자치도 동해시 동굴로 33,강원특별자치도교육청,강원특별자치도동해교육지원청,37.5177868,129.1078871
B000004961,동해중앙초등학교,초등학교,1941-07-01,공립,운영,강원특별자치도 동해시 천곡동 793,강원특별자치도 동해시 천곡로 35,강원특별자치도교육청,강원특별자치도동해교육지원청,37.52531981,129.1084972
B000004962,동해삼육초등학교,초등학교,1946-04-01,사립,운영,강원특별자치도 동해시 천곡동 566-3,강원특별자치도 동해시 동해대로 5367,강원특별자치도교육청,강원특별자치도동해교육지원청,37.5220721,129.0997495
B000004963,황지초등학교,초등학교,1935-11-28,공립,운영,강원특별자치도 태백시 황지동 85-1,강원특별자치도 태백시 황지로 63,강원특별자치도교육청,강원특별자치도태백교육지원청,37.16378702,128.9898295
B000004964,상장초등학교,초등학교,1979-10-02,공립,운영,강원특별자치도 태백시 황지동 123-1,강원특별자치도 태백시 태백로 1223,강원특별자치도교육청,강원특별자치도태백교육지원청,37.14934577,128.9935072
B000004966,함태초등학교,초등학교,1962-03-01,공립,운영,강원특별자치도 태백시 소도동 5-5,강원특별자치도 태백시 소도길 69,강원특별자치도교육청,강원특별자치도태백교육지원청,37.13878758,128.9767068
B000004967,통리초등학교,초등학교,1955-03-01,공립,운영,강원특별자치도 태백시 통동 69-8,강원특별자치도 태백시 통골2길 9,강원특별자치도교육청,강원특별자치도태백교육지원청,37.16673527,129.0354652
B000004968,태백초등학교,초등학교,1961-11-25,공립,운영,강원특별자치도 태백시 장성동 207-2,강원특별자치도 태백시 태백로 1811,강원특별자치도교육청,강원특별자치도태백교육지원청,37.10857841,129.005232
B000004969,삼성초등학교,초등학교,1964-03-14,공립,운영,강원특별자치도 태백시 장성동 30,강원특별자치도 태백시 평화길 44,강원특별자치도교육청,강원특별자치도태백교육지원청,37.09757635,129.0235889
B000004970,장성초등학교,초등학교,1938-04-22,공립,운영,강원특별자치도 태백시 장성동 153-1,강원특별자치도 태백시 보드미길 26,강원특별자치도교육청,강원특별자치도태백교육지원청,37.10267933,129.0057684
B000004971,철암초등학교,초등학교,1941-11-11,공립,운영,강원특별자치도 태백시 철암동 341-2,강원특별자치도 태백시 동태백로 584,강원특별자치도교육청,강원특별자치도태백교육지원청,37.12174675,129.0429224
B000004972,동점초등학교,초등학교,1947-02-10,공립,운영,강원특별자치도 태백시 동점동 60-1,강원특별자치도 태백시 방터골1길 59,강원특별자치도교육청,강원특별자치도태백교육지원청,37.10057564,129.0498649
B000004973,미동초등학교,초등학교,1940-08-29,공립,운영,강원특별자치도 태백시 원동 6-3,강원특별자치도 태백시 역둔원동로 1405,강원특별자치도교육청,강원특별자치도태백교육지원청,37.25586205,128.9839195
B000004974,황지중앙초등학교,초등학교,1964-03-14,공립,운영,강원특별자치도 태백시 황지동 274-10,강원특별자치도 태백시 태백로 810,강원특별자치도교육청,강원특별자치도태백교육지원청,37.1803949,128.9841425
B000004975,태서초등학교,초등학교,1982-04-10,공립,운영,강원특별자치도 태백시 황지동 274-724,강원특별자치도 태백시 태백로 802,강원특별자치도교육청,강원특별자치도태백교육지원청,37.18003577,128.9824439
B000004976,영랑초등학교,초등학교,1938-04-01,공립,운영,강원특별자치도 속초시 영랑동 163-1,강원특별자치도 속초시 중앙로 331,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.21791984,128.5905961
B000004977,중앙초등학교,초등학교,1962-09-05,공립,운영,강원특별자치도 속초시 중앙동 509-3,강원특별자치도 속초시 번영로105번길 11,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.21065023,128.5845998
B000004978,속초초등학교,초등학교,1951-09-01,공립,운영,강원특별자치도 속초시 청학동 632-2,강원특별자치도 속초시 수복로 117,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.20151592,128.5811892
B000004979,온정초등학교,초등학교,1951-09-15,공립,운영,강원특별자치도 속초시 노학동 620,강원특별자치도 속초시 온천로 107,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.1899335,128.5539681
B000004980,소야초등학교,초등학교,2002-09-02,공립,운영,강원특별자치도 속초시 노학동 1-36,강원특별자치도 속초시 배움터길 42,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.19964843,128.5667195
B000004981,청대초등학교,초등학교,1997-04-01,공립,운영,강원특별자치도 속초시 조양동 562-5,강원특별자치도 속초시 소평로 175,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.19113174,128.5765618
B000004982,조양초등학교,초등학교,1970-12-31,공립,운영,강원특별자치도 속초시 조양동 1396,강원특별자치도 속초시 동해대로 3965,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.18784162,128.598124
B000004983,청봉초등학교,초등학교,2007-03-01,공립,운영,강원특별자치도 속초시 조양동 1540-2,강원특별자치도 속초시 조양로118번길 9,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.18838223,128.5870024
B000004984,청호초등학교,초등학교,1957-01-23,공립,운영,강원특별자치도 속초시 청호동 432-38,강원특별자치도 속초시 청호로 60,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.19625118,128.5983368
B000004985,대포초등학교,초등학교,1919-04-01,공립,운영,강원특별자치도 속초시 대포동 350,강원특별자치도 속초시 동해대로 3797,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.17372332,128.6031621
B000004986,설악초등학교,초등학교,1940-04-01,공립,운영,강원특별자치도 속초시 설악동 358,강원특별자치도 속초시 청봉로 51,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.16405799,128.5402664
B000004987,교동초등학교,초등학교,1969-10-02,공립,운영,강원특별자치도 속초시 교동 779-16,강원특별자치도 속초시 만천1길 67,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.20342899,128.5739638
B000004988,조산초등학교,초등학교,1944-04-10,공립,운영,강원특별자치도 양양군 양양읍 조산리 450-5,강원특별자치도 양양군 양양읍 동해대로 3020,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.11371111,128.6323998
B000004989,양양초등학교,초등학교,1906-09-08,공립,운영,강원특별자치도 양양군 양양읍 구교리 28,강원특별자치도 양양군 양양읍 군청길 39,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.07732034,128.6217432
B000004990,상평초등학교,초등학교,1934-10-10,공립,운영,강원특별자치도 양양군 서면 상평리 18,강원특별자치도 양양군 서면 물윗구미길 25,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.07341515,128.5859389
B000004991,한남초등학교,초등학교,1953-04-01,공립,운영,강원특별자치도 양양군 서면 용천리 505,강원특별자치도 양양군 서면 남대천로 218,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.05629068,128.6073777
B000004992,손양초등학교,초등학교,1934-04-01,공립,운영,강원특별자치도 양양군 손양면 하왕도리 140,강원특별자치도 양양군 손양면 손중로 202,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.06030303,128.6429862
B000004993,송포초등학교,초등학교,1951-09-01,공립,운영,강원특별자치도 양양군 손양면 송전리 22-1,강원특별자치도 양양군 손양면 동명로 321-11,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.08956539,128.6565001
B000004994,현북초등학교,초등학교,1931-04-01,공립,운영,강원특별자치도 양양군 현북면 상광정리 577,강원특별자치도 양양군 현북면 송이로 222,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.01573531,128.6973928
B000004995,광정초등학교,초등학교,1967-03-20,공립,운영,강원특별자치도 양양군 현북면 하광정리 193,강원특별자치도 양양군 현북면 하조대1길 38,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.01858351,128.7251068
B000004996,남애초등학교,초등학교,1963-01-07,공립,운영,강원특별자치도 양양군 현남면 남애리 554,강원특별자치도 양양군 현남면 갯마을길 10,강원특별자치도교육청,강원특별자치도속초양양교육지원청,37.94661618,128.7807802
B000004997,인구초등학교,초등학교,1922-05-10,공립,운영,강원특별자치도 양양군 현남면 인구리 27-2,강원특별자치도 양양군 현남면 해송천로 10,강원특별자치도교육청,강원특별자치도속초양양교육지원청,37.968083,128.7583979
B000004998,강현초등학교,초등학교,1933-09-01,공립,운영,강원특별자치도 양양군 강현면 정암리 510-1,강원특별자치도 양양군 강현면 진미로12번길 22,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.14966307,128.6039841
B000005000,상평초등학교오색분교장,초등학교,1961-04-01,공립,운영,강원특별자치도 양양군 서면 오색리 307-1,강원특별자치도 양양군 서면 설악로 1173,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.07434202,128.4792502
B000005001,현성초등학교,초등학교,1934-10-01,공립,운영,강원특별자치도 양양군 현북면 어성전리 530,강원특별자치도 양양군 현북면 어성전길 114,강원특별자치도교육청,강원특별자치도속초양양교육지원청,37.95204184,128.6652332
B000005002,회룡초등학교,초등학교,1936-04-01,공립,운영,강원특별자치도 양양군 강현면 회룡리 234-1,강원특별자치도 양양군 강현면 회룡1길 161,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.13539555,128.5770198
B000005004,상평초등학교공수전분교장,초등학교,1946-05-25,공립,운영,강원특별자치도 양양군 서면 공수전리 31-4,강원특별자치도 양양군 서면 구룡령로 2855,강원특별자치도교육청,강원특별자치도속초양양교육지원청,38.0418679,128.5572842
B000005005,삼척중앙초등학교,초등학교,1969-03-05,공립,운영,강원특별자치도 삼척시 갈천동 183,강원특별자치도 삼척시 새천년도로 630-121,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.46634966,129.1612278
B000005006,삼척남초등학교,초등학교,1971-05-06,공립,운영,강원특별자치도 삼척시 오분동 40,강원특별자치도 삼척시 동해대로 3783-22,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.423543,129.1881536
B000005007,서부초등학교,초등학교,1972-03-21,공립,운영,강원특별자치도 삼척시 원당동 114,강원특별자치도 삼척시 오십천로 279,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.43938485,129.1500624
B000005008,삼척초등학교,초등학교,1911-09-01,공립,운영,강원특별자치도 삼척시 교동 585,강원특별자치도 삼척시 교동로 43,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.44968087,129.1676311
B000005009,진주초등학교,초등학교,1946-04-15,공립,운영,강원특별자치도 삼척시 남양동 178,강원특별자치도 삼척시 사직로1길 23,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.43304777,129.1657583
B000005010,정라초등학교,초등학교,1941-07-19,공립,운영,강원특별자치도 삼척시 정상동 344,강원특별자치도 삼척시 정상로3길 5,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.44429121,129.1768806
B000005011,임원초등학교,초등학교,1932-03-10,공립,운영,강원특별자치도 삼척시 원덕읍 임원리 800,강원특별자치도 삼척시 원덕읍 삼척로 1246,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.23608331,129.3422397
B000005012,호산초등학교,초등학교,1920-06-09,공립,운영,강원특별자치도 삼척시 원덕읍 호산리 347,강원특별자치도 삼척시 원덕읍 삼척로 462-12,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.17753531,129.3354334
B000005013,미로초등학교,초등학교,1934-11-15,공립,운영,강원특별자치도 삼척시 미로면 하거노리 287,강원특별자치도 삼척시 미로면 미로강변로1길 10-11,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.41491592,129.1150045
B000005014,근덕초등학교,초등학교,1922-05-17,공립,운영,강원특별자치도 삼척시 근덕면 교가리 676-1,강원특별자치도 삼척시 근덕면 삼척로 3653,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.38092428,129.2244956
B000005015,맹방초등학교,초등학교,1946-12-12,공립,운영,강원특별자치도 삼척시 근덕면 상맹방리 171-2,강원특별자치도 삼척시 근덕면 삼척로 3884-4,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.39852676,129.2127768
B000005016,신동초등학교,초등학교,1949-09-16,공립,운영,강원특별자치도 삼척시 신기면 신기리 356-4,강원특별자치도 삼척시 신기면 강원남부로 2997,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.35038522,129.0819292
B000005017,오저초등학교,초등학교,1941-09-01,공립,운영,강원특별자치도 삼척시 가곡면 오저리 93-2,강원특별자치도 삼척시 가곡면 가곡천로 1430,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.14662042,129.2066741
B000005018,장호초등학교,초등학교,1939-08-01,공립,운영,강원특별자치도 삼척시 근덕면 용화리 166,강원특별자치도 삼척시 근덕면 용화안길 24,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.28869694,129.3019081
B000005020,도계초등학교,초등학교,1940-03-08,공립,운영,강원특별자치도 삼척시 도계읍 도계리 399,강원특별자치도 삼척시 도계읍 도계로 265,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.23334067,129.0446262
B000005021,장원초등학교,초등학교,1981-06-01,공립,운영,강원특별자치도 삼척시 도계읍 도계리 212,강원특별자치도 삼척시 도계읍 장원길 25,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.22822776,129.0554571
B000005022,흥전초등학교,초등학교,1964-03-14,공립,운영,강원특별자치도 삼척시 도계읍 흥전리 60-9,강원특별자치도 삼척시 도계읍 흥전안길 137,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.21385827,129.0431938
B000005023,하장초등학교,초등학교,1936-06-30,공립,운영,강원특별자치도 삼척시 하장면 광동리 76-1,강원특별자치도 삼척시 하장면 하장길 84,강원특별자치도교육청,강원특별자치도삼척교육지원청,37.34777333,128.9443039
B000005030,석화초등학교,초등학교,1962-06-13,공립,운영,강원특별자치도 홍천군 홍천읍 갈마곡리 431,강원특별자치도 홍천군 홍천읍 석화안길1길 12,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.69725595,127.8928843
B000005031,주봉초등학교,초등학교,1953-04-10,공립,운영,강원특별자치도 홍천군 홍천읍 결운리 281,강원특별자치도 홍천군 홍천읍 두루봉1길 16,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.70896288,127.9139632
B000005032,오안초등학교,초등학교,1944-04-01,공립,운영,강원특별자치도 홍천군 홍천읍 하오안리 597,강원특별자치도 홍천군 홍천읍 오안로 12,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.6616897,127.8308979
B000005033,홍천초등학교,초등학교,1908-10-05,공립,운영,강원특별자치도 홍천군 홍천읍 희망리 313,강원특별자치도 홍천군 홍천읍 희망로4길 12,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.69250906,127.883816
B000005034,남산초등학교,초등학교,1971-09-18,공립,운영,강원특별자치도 홍천군 홍천읍 연봉리 158-1,강원특별자치도 홍천군 홍천읍 연봉로 17-9,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.68258117,127.8784447
B000005036,구송초등학교,초등학교,1947-03-20,공립,운영,강원특별자치도 홍천군 화촌면 송정리 63-1,강원특별자치도 홍천군 화촌면 홍천로 1105,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.73846005,127.9384056
B000005037,삼포초등학교,초등학교,1955-03-05,공립,운영,강원특별자치도 홍천군 화촌면 내삼포리 59-2,강원특별자치도 홍천군 화촌면 구룡령로 339,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.75658982,127.9757306
B000005038,화촌초등학교,초등학교,1925-07-01,공립,운영,강원특별자치도 홍천군 화촌면 성산리 367-1,강원특별자치도 홍천군 화촌면 성산로147번길 8,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.77248726,127.9666208
B000005039,두촌초등학교,초등학교,1922-10-30,공립,운영,강원특별자치도 홍천군 두촌면 자은리 915,강원특별자치도 홍천군 두촌면 자은로 329,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.86844665,128.0169715
B000005041,서석초등학교,초등학교,1926-12-10,공립,운영,강원특별자치도 홍천군 서석면 풍암리 194,강원특별자치도 홍천군 서석면 풍암길 58,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.71239602,128.1882303
B000005042,내촌초등학교,초등학교,1930-04-01,공립,운영,강원특별자치도 홍천군 내촌면 도관리 443-1,강원특별자치도 홍천군 내촌면 내촌길 21,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.81544735,128.085196
B000005043,협신초등학교,초등학교,1954-04-01,공립,운영,강원특별자치도 홍천군 남면 시동리 1241,강원특별자치도 홍천군 남면 시동안로 89,강원특별자치도교육청,강원특별자치도홍천교육지원청,37.59567064,127.819478
