역번호,역사명,노선번호,노선명,역위도,역경도
114,김대중컨벤션센터(마륵),S2901,광주도시철도 1호선,35.143214,126.841442
115,공항,S2901,광주도시철도 1호선,35.144179,126.81153
116,송정공원,S2901,광주도시철도 1호선,35.143565,126.799245
117,광주송정역,S2901,광주도시철도 1호선,35.137529,126.791488
118,도산,S2901,광주도시철도 1호선,35.131713,126.787942
119,평동,S2901,광주도시철도 1호선,35.1247,126.769586
101,판암,S3001,대전 도시철도 1호선,36.316896,127.458264
102,신흥,S3001,대전 도시철도 1호선,36.319652,127.448792
103,대동,S3001,대전 도시철도 1호선,36.329532,127.442848
104,대전,S3001,대전 도시철도 1호선,36.331583,127.433118
105,중앙로,S3001,대전 도시철도 1호선,36.328664,127.425842
106,중구청,S3001,대전 도시철도 1호선,36.324831,127.419627
107,서대전네거리,S3001,대전 도시철도 1호선,36.322416,127.412518
108,오룡,S3001,대전 도시철도 1호선,36.328582,127.405046
109,용문,S3001,대전 도시철도 1호선,36.338252,127.393317
110,탄방,S3001,대전 도시철도 1호선,36.34544,127.384603
111,시청,S3001,대전 도시철도 1호선,36.351673,127.386739
112,정부청사,S3001,대전 도시철도 1호선,36.357661,127.381047
113,갈마,S3001,대전 도시철도 1호선,36.357522,127.372632
114,월평,S3001,대전 도시철도 1호선,36.358272,127.364382
115,갑천,S3001,대전 도시철도 1호선,36.354578,127.354467
116,유성온천,S3001,대전 도시철도 1호선,36.353689,127.341524
117,구암,S3001,대전 도시철도 1호선,36.356605,127.33083
118,현충원,S3001,대전 도시철도 1호선,36.359021,127.321525
119,월드컵경기장,S3001,대전 도시철도 1호선,36.366825,127.317859
120,노은,S3001,대전 도시철도 1호선,36.37415,127.317835
121,지족,S3001,대전 도시철도 1호선,36.384106,127.319501
122,반석,S3001,대전 도시철도 1호선,36.392128,127.314581
804,별내역,S4108,수도권 광역철도 8호선,37.642517,127.1273
805,다산역,S4108,수도권 광역철도 8호선,37.62437,127.1498
