역번호,역사명,노선번호,노선명,역위도,역경도
P552,오금,S1105,5호선,37.502228,127.127701
P553,개롱,S1105,5호선,37.498097,127.134817
P554,거여,S1105,5호선,37.493208,127.143983
P555,마천,S1105,5호선,37.494972,127.152784
0610,응암,S1106,6호선,37.59859,126.915583
0611,역촌,S1106,6호선,37.60605,126.922764
0612,불광,S1106,6호선,37.610919,126.929504
0613,독바위,S1106,6호선,37.618413,126.933035
0614,연신내,S1106,6호선,37.618483,126.920403
0615,구산,S1106,6호선,37.611196,126.9172519
0616,새절(신사),S1106,6호선,37.591148,126.913613
0617,증산(명지대앞),S1106,6호선,37.583989,126.909785
0618,디지털미디어시티,S1106,6호선,37.5760805,126.901343
0619,월드컵경기장(성산),S1106,6호선,37.569439,126.899077
0620,마포구청,S1106,6호선,37.563529,126.903356
0621,망원,S1106,6호선,37.556031,126.910129
0622,합정,S1106,6호선,37.549033,126.913546
0623,상수,S1106,6호선,37.547704,126.92292
0624,광흥창(서강),S1106,6호선,37.547464,126.931971
0625,대흥(서강대앞),S1106,6호선,37.547732,126.942214
0626,공덕,S1106,6호선,37.543592,126.951664
0627,효창공원앞,S1106,6호선,37.539279,126.961348
0628,삼각지(전쟁기념관),S1106,6호선,37.535563,126.973996
0629,녹사평(용산구청),S1106,6호선,37.53469,126.98665
0630,이태원,S1106,6호선,37.534485,126.994369
0631,한강진,S1106,6호선,37.53956,127.001729
0632,버티고개,S1106,6호선,37.547933,127.006948
0633,약수,S1106,6호선,37.554087,127.010237
0634,청구,S1106,6호선,37.560221,127.013776
0635,신당,S1106,6호선,37.566174,127.016158
0636,동묘앞,S1106,6호선,37.572275,127.015666
0637,창신,S1106,6호선,37.579772,127.015246
0638,보문,S1106,6호선,37.585426,127.019722
0639,안암(고대병원앞),S1106,6호선,37.586261,127.02903
0640,고려대(종암),S1106,6호선,37.59034,127.03626
0641,월곡(동덕여대),S1106,6호선,37.60192,127.041492
0642,상월곡(한국과학기술연구원),S1106,6호선,37.606392,127.048509
0643,돌곶이,S1106,6호선,37.610522,127.056419
0644,석계,S1106,6호선,37.614937,127.065922
0645,태릉입구,S1106,6호선,37.617319,127.074741
0646,화랑대(서울여대입구),S1106,6호선,37.619875,127.084106
0647,봉화산(서울의료원),S1106,6호선,37.617429,127.0912326
0648,신내,S1106,6호선,37.612571,127.104326
0709,장암,S1107,7호선,37.70015,127.053126
0710,도봉산,S1107,7호선,37.689131,127.046548
0711,수락산,S1107,7호선,37.677804,127.055314
0712,마들,S1107,7호선,37.664985,127.057701
0713,노원,S1107,7호선,37.654478,127.060555
0714,중계,S1107,7호선,37.645052,127.064084
0715,하계,S1107,7호선,37.636363,127.067999
0716,공릉(서울과학기술대),S1107,7호선,37.625642,127.072969
0717,태릉입구,S1107,7호선,37.618519,127.075361
0718,먹골,S1107,7호선,37.610638,127.077719
0719,중화,S1107,7호선,37.602604,127.079254
0720,상봉,S1107,7호선,37.595673,127.085708
0721,면목,S1107,7호선,37.588671,127.087503
0722,사가정,S1107,7호선,37.580912,127.088502
0723,용마산(용마폭포공원),S1107,7호선,37.573752,127.086802
0724,중곡,S1107,7호선,37.565877,127.084291
0725,군자(능동),S1107,7호선,37.557151,127.079484
0726,어린이대공원(세종대),S1107,7호선,37.547962,127.07465
0727,건대입구,S1107,7호선,37.540882,127.071103
0728,자양(뚝섬한강공원),S1107,7호선,37.531558,127.066714
0729,청담,S1107,7호선,37.519097,127.051851
0730,강남구청,S1107,7호선,37.517185,127.04122
0731,학동,S1107,7호선,37.514262,127.031738
0732,논현,S1107,7호선,37.511108,127.021385
0733,반포,S1107,7호선,37.508171,127.011717
0734,고속터미널,S1107,7호선,37.503387,127.005055
0735,내방,S1107,7호선,37.48764,126.993541
0736,이수,S1107,7호선,37.485258,126.981766
0736,총신대입구(이수),S1107,7호선,37.485258,126.981766
0737,남성,S1107,7호선,37.484688,126.971108
0738,숭실대입구(살피재),S1107,7호선,37.496258,126.953649
0739,상도,S1107,7호선,37.50279,126.947949
0740,장승배기,S1107,7호선,37.504845,126.939025
0741,신대방삼거리,S1107,7호선,37.499717,126.928218
0742,보라매,S1107,7호선,37.499916,126.920112
0743,신풍,S1107,7호선,37.500107,126.909806
0744,대림(구로구청),S1107,7호선,37.492984,126.896997
0745,남구로,S1107,7호선,37.486181,126.887372
0746,가산디지털단지,S1107,7호선,37.480376,126.882704
0747,철산,S1107,7호선,37.47616,126.868217
0748,광명사거리,S1107,7호선,37.47927,126.854854
0749,천왕,S1107,7호선,37.486699,126.838684
0750,온수(성공회대입구),S1107,7호선,37.492059,126.823294
3753,까치울,S1107,도시철도 7호선,37.506236,126.81095
3754,부천종합운동장,S1107,도시철도 7호선,37.505381,126.79735
3755,춘의,S1107,도시철도 7호선,37.50365,126.787069
3756,신중동,S1107,도시철도 7호선,37.503081,126.776161
3757,부천시청,S1107,도시철도 7호선,37.504611,126.763561
3758,상동,S1107,도시철도 7호선,37.505769,126.753081
3759,삼산체육관,S1107,도시철도 7호선,37.506431,126.742081
3760,굴포천,S1107,도시철도 7호선,37.50695,126.731481
3761,부평구청,S1107,도시철도 7호선,37.507523,126.721356
3762,산곡,S1107,도시철도 7호선,37.508547,126.70351
3763,석남(거북시장),S1107,도시철도 7호선,37.506208,126.676213
0809,암사역사공원,S1108,8호선,37.557167,127.137556
0810,암사,S1108,8호선,37.550127,127.127521
0811,천호(풍납토성),S1108,8호선,37.53792,127.123179
0812,강동구청,S1108,8호선,37.530348,127.120461
0813,몽촌토성(평화의문),S1108,8호선,37.517692,127.11274
0814,잠실(송파구청),S1108,8호선,37.514649,127.104267
0815,석촌,S1108,8호선,37.505396,127.106995
0816,송파,S1108,8호선,37.49978,127.11212
0817,가락시장,S1108,8호선,37.493004,127.118279
0818,문정,S1108,8호선,37.485931,127.122473
0819,장지,S1108,8호선,37.478609,127.126229
0820,복정,S1108,8호선,37.471016,127.126746
0821,남위례,S1108,8호선,37.462839,127.139047
0822,산성,S1108,8호선,37.456886,127.149927
0823,남한산성입구(성남법원·검찰청),S1108,8호선,37.451568,127.159845
0824,단대오거리,S1108,8호선,37.445057,127.156735
0825,신흥,S1108,8호선,37.440952,127.14759
0826,수진,S1108,8호선,37.437575,127.140936
0827,모란,S1108,8호선,37.433988,127.129921
806,동구릉,S1108,8호선,37.610556,127.135056
807,구리(구리전통시장),S1108,8호선,37.60256,127.14073
808,장자호수공원,S1108,8호선,37.587222,127.13793
4101,개화,S1109,서울 도시철도 9호선,37.578591,126.797833
4102,김포공항,S1109,서울 도시철도 9호선,37.562056,126.801633
4103,공항시장,S1109,서울 도시철도 9호선,37.563726,126.810678
4104,신방화,S1109,서울 도시철도 9호선,37.5675,126.816667
4105,마곡나루(서울식물원),S1109,서울 도시철도 9호선,37.566717,126.8276071
4106,양천향교,S1109,서울 도시철도 9호선,37.568333,126.841389
4107,가양,S1109,서울 도시철도 9호선,37.561111,126.855078
4108,증미,S1109,서울 도시철도 9호선,37.55785,126.861067
4109,등촌,S1109,서울 도시철도 9호선,37.551111,126.864722
4110,염창,S1109,서울 도시철도 9호선,37.546944,126.874722
4111,신목동,S1109,서울 도시철도 9호선,37.544167,126.883056
4112,선유도,S1109,서울 도시철도 9호선,37.537778,126.893889
4113,당산,S1109,서울 도시철도 9호선,37.533844,126.902222
4114,국회의사당,S1109,서울 도시철도 9호선,37.528105,126.917874
4115,여의도,S1109,서울 도시철도 9호선,37.521744,126.924167
4116,샛강,S1109,서울 도시철도 9호선,37.5173,126.9284
4117,노량진,S1109,서울 도시철도 9호선,37.513667,126.940917
4118,노들,S1109,서울 도시철도 9호선,37.512726,126.953096
4119,흑석(중앙대입구),S1109,서울 도시철도 9호선,37.508889,126.963611
4120,동작(현충원),S1109,서울 도시철도 9호선,37.502878,126.978278
4121,구반포,S1109,서울 도시철도 9호선,37.501389,126.987222
4122,신반포,S1109,서울 도시철도 9호선,37.5035033,126.996044
4123,고속터미널,S1109,서울 도시철도 9호선,37.505933,127.004044
4124,사평,S1109,서울 도시철도 9호선,37.504161,127.015219
4125,신논현,S1109,서울 도시철도 9호선,37.504444,127.024417
4126,언주,S1109,수도권  도시철도 9호선,37.507287,127.033868
4127,선정릉,S1109,수도권  도시철도 9호선,37.51028,127.0437593
4128,삼성중앙,S1109,수도권  도시철도 9호선,37.513011,127.053282
4129,봉은사,S1109,수도권  도시철도 9호선,37.514219,127.060245
4130,종합운동장,S1109,수도권  도시철도 9호선,37.511156,127.076917
4131,삼전,S1109,수도권  도시철도 9호선,37.504531,127.087211
4132,석촌고분,S1109,수도권  도시철도 9호선,37.502439,127.096611
4133,석촌,S1109,수도권  도시철도 9호선,37.505078,127.106944
4134,송파나루,S1109,수도권  도시철도 9호선,37.51055,127.112451
4135,한성백제,S1109,수도권  도시철도 9호선,37.516369,127.116211
4136,올림픽공원(한국체대),S1109,수도권  도시철도 9호선,37.516111,127.130333
4137,둔촌오륜,S1109,수도권  도시철도 9호선,37.519339,127.138619
4138,중앙보훈병원,S1109,수도권  도시철도 9호선,37.528807,127.148488
2111,용답,S1121,2호선,37.562066,127.05087863
2112,신답,S1121,2호선,37.569847,127.047048
2113,용두(동대문구청),S1121,2호선,37.574012,127.03811
2114,신설동,S1121,2호선,37.574653,127.025158
2341,도림천,S1122,2호선,37.5145589,126.882586
2342,양천구청,S1122,2호선,37.5123294,126.865593
2343,신정네거리,S1122,2호선,37.520218,126.852849
0095,다대포해수욕장,S2601,부산 도시철도 1호선,35.048229,128.965919
0096,다대포항,S2601,부산 도시철도 1호선,35.057288,128.971151
0097,낫개,S2601,부산 도시철도 1호선,35.065179,128.979702
0098,신장림,S2601,부산 도시철도 1호선,35.074222,128.976538
0099,장림,S2601,부산 도시철도 1호선,35.081555,128.9773083
0100,동매,S2601,부산 도시철도 1호선,35.089819,128.974029
0101,신평,S2601,부산 도시철도 1호선,35.09556,128.96056
0102,하단,S2601,부산 도시철도 1호선,35.10611,128.96667
0103,당리,S2601,부산 도시철도 1호선,35.10333,128.97417
0104,사하,S2601,부산 도시철도 1호선,35.09972,128.98333
0105,괴정,S2601,부산 도시철도 1호선,35.1,128.9925
0106,대티,S2601,부산 도시철도 1호선,35.10306,128.99972
0107,서대신,S2601,부산 도시철도 1호선,35.11083,129.01194
0108,동대신,S2601,부산 도시철도 1호선,35.11056,129.01757
0109,토성,S2601,부산 도시철도 1호선,35.10083,129.01972
0110,자갈치,S2601,부산 도시철도 1호선,35.0975,129.02694
0111,남포,S2601,부산 도시철도 1호선,35.09778,129.03472
0112,중앙,S2601,부산 도시철도 1호선,35.10389,129.03639
0113,부산역,S2601,부산 도시철도 1호선,35.11528,129.03972
0114,초량,S2601,부산 도시철도 1호선,35.12111,129.04296
0115,부산진,S2601,부산 도시철도 1호선,35.12778,129.04778
0116,좌천,S2601,부산 도시철도 1호선,35.13417,129.05417
0117,범일,S2601,부산 도시철도 1호선,35.14139,129.05944
0118,범내골,S2601,부산 도시철도 1호선,35.14722,129.05917
0119,서면,S2601,부산 도시철도 1호선,35.15778,129.05917
0120,부전,S2601,부산 도시철도 1호선,35.1625,129.06278
0121,양정,S2601,부산 도시철도 1호선,35.17304,129.07119
0122,시청(연제),S2601,부산 도시철도 1호선,35.17972,129.07667
0123,연산,S2601,부산 도시철도 1호선,35.18611,129.08167
0124,교대,S2601,부산 도시철도 1호선,35.19583,129.08
0125,동래,S2601,부산 도시철도 1호선,35.20556,129.078461
0126,명륜,S2601,부산 도시철도 1호선,35.21222,129.07944
0127,온천장,S2601,부산 도시철도 1호선,35.22056,129.08667
0128,부산대,S2601,부산 도시철도 1호선,35.23,129.08944
0129,장전,S2601,부산 도시철도 1호선,35.23806,129.08806
0130,구서,S2601,부산 도시철도 1호선,35.247407,129.091327
0131,두실,S2601,부산 도시철도 1호선,35.25694,129.09139
0132,남산,S2601,부산 도시철도 1호선,35.26528,129.0925
0133,범어사,S2601,부산 도시철도 1호선,35.27333,129.09268
0134,노포,S2601,부산 도시철도 1호선,35.28361,129.095
0201,장산,S2602,부산 도시철도 2호선,35.17,129.17694
0202,중동,S2602,부산 도시철도 2호선,35.16669,129.16887
0203,해운대,S2602,부산 도시철도 2호선,35.163518,129.158584
0204,동백,S2602,부산 도시철도 2호선,35.16147,129.147887
0205,벡스코,S2602,부산 도시철도 2호선,35.16911,129.138431
0206,센텀시티,S2602,부산 도시철도 2호선,35.16892,129.131764
0207,민락,S2602,부산 도시철도 2호선,35.16722,129.121878
0208,수영,S2602,부산 도시철도 2호선,35.16578,129.114842
0209,광안,S2602,부산 도시철도 2호선,35.15792,129.113197
0210,금련산,S2602,부산 도시철도 2호선,35.14989,129.111008
0211,남천,S2602,부산 도시철도 2호선,35.14217,129.10797
0212,경성대·부경대,S2602,부산 도시철도 2호선,35.13757,129.10055
0213,대연,S2602,부산 도시철도 2호선,35.13512,129.09218
0214,못골,S2602,부산 도시철도 2호선,35.13472,129.08442
0215,지게골,S2602,부산 도시철도 2호선,35.13558,129.07436
0216,문현,S2602,부산 도시철도 2호선,35.13911,129.06736
0217,국제금융센터·부산은행,S2602,부산 도시철도 2호선,35.14583,129.06672
0218,전포,S2602,부산 도시철도 2호선,35.15311,129.06533
0219,서면,S2602,부산 도시철도 2호선,35.15768,129.058517
0220,부암,S2602,부산 도시철도 2호선,35.15744,129.05019
0221,가야,S2602,부산 도시철도 2호선,35.15589,129.04283
0222,동의대,S2602,부산 도시철도 2호선,35.15411,129.0325
0223,개금,S2602,부산 도시철도 2호선,35.15325,129.02056
0224,냉정,S2602,부산 도시철도 2호선,35.15125,129.01228
0225,주례,S2602,부산 도시철도 2호선,35.1505,129.00306
0226,감전,S2602,부산 도시철도 2호선,35.15553,128.99114
0227,사상,S2602,부산 도시철도 2호선,35.16218,128.98467
0228,덕포,S2602,부산 도시철도 2호선,35.17378,128.98394
0229,모덕,S2602,부산 도시철도 2호선,35.18036,128.98561
0230,모라,S2602,부산 도시철도 2호선,35.18967,128.98864
0231,구남,S2602,부산 도시철도 2호선,35.19681,128.99492
0232,구명,S2602,부산 도시철도 2호선,35.20253,128.99931
0233,덕천,S2602,부산 도시철도 2호선,35.21011,129.00533
0234,수정,S2602,부산 도시철도 2호선,35.22336,129.00922
0235,화명,S2602,부산 도시철도 2호선,35.23585,129.01387
0236,율리,S2602,부산 도시철도 2호선,35.24672,129.01292
0237,동원,S2602,부산 도시철도 2호선,35.25864,129.01242
0238,금곡,S2602,부산 도시철도 2호선,35.26733,129.01686
0239,호포,S2602,부산 도시철도 2호선,35.281,129.017525
0240,증산,S2602,부산 도시철도 2호선,35.30828,129.01028
0241,부산대양산캠퍼스,S2602,부산 도시철도 2호선,35.31697,129.01383
0242,남양산,S2602,부산 도시철도 2호선,35.32533,129.01942
0243,양산,S2602,부산 도시철도 2호선,35.33851,129.02643
0301,수영,S2603,부산 도시철도 3호선,35.16775,129.11458
0302,망미,S2603,부산 도시철도 3호선,35.17153,129.10822
0303,배산,S2603,부산 도시철도 3호선,35.1735,129.0955
0304,물만골,S2603,부산 도시철도 3호선,35.17681,129.08575
0305,연산,S2603,부산 도시철도 3호선,35.18614,129.08147
0306,거제,S2603,부산 도시철도 3호선,35.18858,129.07394
0307,종합운동장,S2603,부산 도시철도 3호선,35.19125,129.0675
0308,사직,S2603,부산 도시철도 3호선,35.199,129.065
0309,미남,S2603,부산 도시철도 3호선,35.2055,129.06806
0310,만덕,S2603,부산 도시철도 3호선,35.213,129.0365
0311,남산정,S2603,부산 도시철도 3호선,35.21333,129.02392
0312,숙등,S2603,부산 도시철도 3호선,35.21197,129.01275
0313,덕천,S2603,부산 도시철도 3호선,35.210139,129.005545
0314,구포,S2603,부산 도시철도 3호선,35.20644,128.99631
0315,강서구청,S2603,부산 도시철도 3호선,35.21125,128.98175
0316,체육공원,S2603,부산 도시철도 3호선,35.21261,128.96894
0317,대저,S2603,부산 도시철도 3호선,35.21343,128.96074
0115,설화명곡,S2701,대구 도시철도 1호선,35.7986179,128.4893927
0116,화원,S2701,대구 도시철도 1호선,35.804349,128.500409
0117,대곡(정부대구청사),S2701,대구 도시철도 1호선,35.809571,128.51257
0118,진천,S2701,대구 도시철도 1호선,35.813815,128.522374
0119,월배,S2701,대구 도시철도 1호선,35.816123,128.530119
0120,상인,S2701,대구 도시철도 1호선,35.8188583,128.5375588
0121,월촌,S2701,대구 도시철도 1호선,35.823695,128.545465
0122,송현,S2701,대구 도시철도 1호선,35.831092,128.551755
0123,서부정류장(관문시장),S2701,대구 도시철도 1호선,35.8373375,128.5570702
0124,대명,S2701,대구 도시철도 1호선,35.8392924,128.5652846
0125,안지랑,S2701,대구 도시철도 1호선,35.8392,128.574
0126,현충로,S2701,대구 도시철도 1호선,35.84072,128.58085
0127,영대병원,S2701,대구 도시철도 1호선,35.8442516,128.5882407
0128,교대,S2701,대구 도시철도 1호선,35.8510953,128.590643
0129,명덕(2.28민주운동기념회관),S2701,대구 도시철도 1호선,35.857382,128.59088
0130,반월당,S2701,대구 도시철도 1호선,35.86389,128.593312
0131,중앙로,S2701,대구 도시철도 1호선,35.870873,128.593888
0132,대구역,S2701,대구 도시철도 1호선,35.876379,128.596919
0133,칠성시장,S2701,대구 도시철도 1호선,35.876159,128.604885
0134,신천(경북대입구),S2701,대구 도시철도 1호선,35.874527,128.617244
0135,동대구역,S2701,대구 도시철도 1호선,35.877626,128.627152
0136,동구청(큰고개),S2701,대구 도시철도 1호선,35.884485,128.632295
0137,아양교(대구국제공항입구),S2701,대구 도시철도 1호선,35.887208,128.639572
0138,동촌(동촌유원지),S2701,대구 도시철도 1호선,35.886039,128.650455
0139,해안,S2701,대구 도시철도 1호선,35.883765,128.659079
0140,방촌,S2701,대구 도시철도 1호선,35.879929,128.669767
0141,용계,S2701,대구 도시철도 1호선,35.876256,128.681414
0142,율하,S2701,대구 도시철도 1호선,35.869751,128.692775
0143,신기,S2701,대구 도시철도 1호선,35.866761,128.701724
0144,반야월,S2701,대구 도시철도 1호선,35.865948,128.713663
0145,각산,S2701,대구 도시철도 1호선,35.867852,128.723843
0146,안심(혁신도시·첨복단지),S2701,대구 도시철도 1호선,35.8712,128.7338
0147,대구한의대병원,S2701,대구 도시철도 1호선,35.8717089,128.7508237
0148,부호(경일대·호산대),S2701,대구 도시철도 1호선,35.9002809,128.8031144
0149,하양(대구가톨릭대),S2701,대구 도시철도 1호선,35.9094258,128.8175403
0216,문양,S2702,대구 도시철도 2호선,35.86414313,128.4370043
0217,다사,S2702,대구 도시철도 2호선,35.86495301,128.4582876
0218,대실,S2702,대구 도시철도 2호선,35.8573333,128.4656264
0219,강창,S2702,대구 도시철도 2호선,35.8531116,128.4789997
0220,계명대,S2702,대구 도시철도 2호선,35.85146491,128.491969
0221,성서산업단지,S2702,대구 도시철도 2호선,35.8518236,128.5071662
0222,이곡,S2702,대구 도시철도 2호선,35.85062003,128.5157686
0223,용산(서부법원․검찰청입구),S2702,대구 도시철도 2호선,35.84912,128.5287686
0224,죽전,S2702,대구 도시철도 2호선,35.8503505,128.537089
0225,감삼,S2702,대구 도시철도 2호선,35.8543251,128.547905
0226,두류,S2702,대구 도시철도 2호선,35.8572405,128.555509
0227,내당,S2702,대구 도시철도 2호선,35.860194,128.564593
0228,반고개,S2702,대구 도시철도 2호선,35.8623,128.572817
0229,청라언덕,S2702,대구 도시철도 2호선,35.865,128.58232271
0230,반월당,S2702,대구 도시철도 2호선,35.865592,128.593334
0231,경대병원,S2702,대구 도시철도 2호선,35.863102,128.60316
0232,대구은행(대구교육청),S2702,대구 도시철도 2호선,35.859868,128.613975
0233,범어,S2702,대구 도시철도 2호선,35.8591,128.6257
0234,수성구청(KBS),S2702,대구 도시철도 2호선,35.85874022,128.6359517
0235,만촌,S2702,대구 도시철도 2호선,35.858841,128.644951
0236,담티(수성대·대륜),S2702,대구 도시철도 2호선,35.854841,128.654151
0237,연호,S2702,대구 도시철도 2호선,35.8465,128.67185
0238,수성알파시티(삼성라이온즈파크),S2702,대구 도시철도 2호선,35.842718,128.67999
0239,고산,S2702,대구 도시철도 2호선,35.842955,128.69335
0240,신매,S2702,대구 도시철도 2호선,35.8408,128.705
0241,사월,S2702,대구 도시철도 2호선,35.837066,128.715173
0242,정평,S2702,대구 도시철도 2호선,35.83407,128.728695
0243,임당,S2702,대구 도시철도 2호선,35.834131,128.741076
0244,영남대,S2702,대구 도시철도 2호선,35.836373,128.752966
0312,칠곡경대병원,S2703,대구 도시철도 3호선,35.95838748,128.5598908
0313,학정,S2703,대구 도시철도 3호선,35.95155512,128.5591934
0314,팔거(국립농관원통계청),S2703,대구 도시철도 3호선,35.94404716,128.5583366
0315,동천,S2703,대구 도시철도 3호선,35.93770658,128.556683
0316,칠곡운암,S2703,대구 도시철도 3호선,35.93145534,128.5545305
0317,구암(과학대보건대입구),S2703,대구 도시철도 3호선,35.92574223,128.5503415
0318,태전,S2703,대구 도시철도 3호선,35.9196172,128.547388
0319,매천,S2703,대구 도시철도 3호선,35.91265,128.5434
0320,매천시장,S2703,대구 도시철도 3호선,35.90443,128.545755
0321,팔달,S2703,대구 도시철도 3호선,35.89777,128.5468
0322,공단,S2703,대구 도시철도 3호선,35.892,128.5536
0323,만평,S2703,대구 도시철도 3호선,35.889893,128.561002
0324,팔달시장,S2703,대구 도시철도 3호선,35.88883085,128.5678716
0325,원대,S2703,대구 도시철도 3호선,35.887886,128.574392
0326,"북구청
(대구iM뱅크파크)",S2703,대구 도시철도 3호선,35.88381395,128.5814483
0327,달성공원,S2703,대구 도시철도 3호선,35.87573001,128.5821218
0328,서문시장(동산병원),S2703,대구 도시철도 3호선,35.86966429,128.582241
0329,청라언덕(신남),S2703,대구 도시철도 3호선,35.86419437,128.5823758
0330,남산(계명네거리),S2703,대구 도시철도 3호선,35.85668979,128.5834576
0331,명덕(2·28민주운동기념회관),S2703,대구 도시철도 3호선,35.85694518,128.5900469
0332,건들바위,S2703,대구 도시철도 3호선,35.85538252,128.5996903
0333,대봉교,S2703,대구 도시철도 3호선,35.85499783,128.6063685
0334,수성시장,S2703,대구 도시철도 3호선,35.85431676,128.6160292
0335,수성구민운동장,S2703,대구 도시철도 3호선,35.85240979,128.6251246
0336,어린이세상,S2703,대구 도시철도 3호선,35.84516989,128.6244677
0337,황금,S2703,대구 도시철도 3호선,35.83907838,128.6239185
0338,수성못(TBC),S2703,대구 도시철도 3호선,35.83135605,128.6232167
0339,지산,S2703,대구 도시철도 3호선,35.82515322,128.6319513
0340,범물,S2703,대구 도시철도 3호선,35.82083917,128.6401127
0341,용지,S2703,대구 도시철도 3호선,35.8182678,128.6465345
3107,검단호수공원,S2801,인천지하철 1호선,37.6025,126.688056
3108,신검단중앙,S2801,인천지하철 1호선,37.6026,126.698611
3109,"아라(북부법원, 검찰청)",S2801,인천지하철 1호선,37.592222,126.713333
3110,계양,S2801,인천지하철 1호선,37.571539,126.736319
3111,귤현,S2801,인천지하철 1호선,37.566362,126.742498
3112,박촌,S2801,인천지하철 1호선,37.553525,126.744946
3113,임학,S2801,인천지하철 1호선,37.545058,126.738642
3114,계산,S2801,인천지하철 1호선,37.543243,126.728436
3115,경인교대입구,S2801,인천지하철 1호선,37.538272,126.722603
3116,작전,S2801,인천지하철 1호선,37.530271,126.722548
3117,갈산,S2801,인천지하철 1호선,37.517124,126.721566
3118,부평구청,S2801,인천지하철 1호선,37.508768,126.720547
3119,부평시장,S2801,인천지하철 1호선,37.498495,126.722282
3120,부평,S2801,인천지하철 1호선,37.490541,126.723437
3121,동수,S2801,인천지하철 1호선,37.485409,126.718464
3122,부평삼거리,S2801,인천지하철 1호선,37.478267,126.710494
3123,간석오거리,S2801,인천지하철 1호선,37.466921,126.707861
3124,인천시청,S2801,인천지하철 1호선,37.457615,126.702216
3125,예술회관,S2801,인천지하철 1호선,37.449334,126.700991
3126,인천터미널,S2801,인천지하철 1호선,37.441917,126.699727
3127,문학경기장,S2801,인천지하철 1호선,37.434964,126.698373
3128,선학,S2801,인천지하철 1호선,37.426985,126.698872
3129,신연수,S2801,인천지하철 1호선,37.418032,126.693853
3130,원인재,S2801,인천지하철 1호선,37.412364,126.687893
3131,동춘,S2801,인천지하철 1호선,37.404676,126.680835
3132,동막,S2801,인천지하철 1호선,37.398173,126.673561
3133,캠퍼스타운,S2801,인천지하철 1호선,37.388209,126.661985
3134,테크노파크,S2801,인천지하철 1호선,37.382311,126.656355
3135,지식정보단지,S2801,인천지하철 1호선,37.378021,126.645412
3136,인천대입구,S2801,인천지하철 1호선,37.386239,126.639351
3137,센트럴파크,S2801,인천지하철 1호선,37.392833,126.635002
3138,국제업무지구,S2801,인천지하철 1호선,37.400421,126.630105
3139,송도달빛축제공원,S2801,인천지하철 1호선,37.40687495,126.6260537
3201,검단오류,S2802,인천지하철 2호선,37.5950162,126.62801
3202,왕길,S2802,인천지하철 2호선,37.5950191,126.642284
3203,검단사거리,S2802,인천지하철 2호선,37.601693,126.656545
3204,마전,S2802,인천지하철 2호선,37.597756,126.667195
3205,완정,S2802,인천지하철 2호선,37.592867,126.672961
3206,독정,S2802,인천지하철 2호선,37.584927,126.675981
3207,검암,S2802,인천지하철 2호선,37.568611,126.675682
3208,검바위,S2802,인천지하철 2호선,37.561091,126.677529
3209,아시아드경기장,S2802,인천지하철 2호선,37.551373,126.677075
3210,서구청,S2802,인천지하철 2호선,37.543839,126.676795
3211,가정(루원시티),S2802,인천지하철 2호선,37.524805,126.675387
3212,가정중앙시장,S2802,인천지하철 2호선,37.517511,126.676784
3213,석남(거북시장),S2802,인천지하철 2호선,37.507211,126.676304
3214,서부여성회관,S2802,인천지하철 2호선,37.500298,126.675875
3215,인천가좌,S2802,인천지하철 2호선,37.489962,126.675284
3216,가재울,S2802,인천지하철 2호선,37.484152,126.683883
3217,주안국가산단,S2802,인천지하철 2호선,37.473599,126.681102
3218,주안,S2802,인천지하철 2호선,37.465234,126.679041
3219,시민공원,S2802,인천지하철 2호선,37.458339,126.6810091
3220,석바위시장,S2802,인천지하철 2호선,37.457659,126.692387
3221,인천시청,S2802,인천지하철 2호선,37.456904,126.701523
3222,석천사거리,S2802,인천지하철 2호선,37.4569323,126.710383
3223,모래내시장,S2802,인천지하철 2호선,37.455842,126.719578
3224,만수,S2802,인천지하철 2호선,37.454962,126.731764
3225,남동구청,S2802,인천지하철 2호선,37.448179,126.736581
3226,인천대공원,S2802,인천지하철 2호선,37.448475,126.753051
3227,운연,S2802,인천지하철 2호선,37.439533,126.759609
101,인천국제공항역,S28M1,자기부상철도,37.447222,126.4525
102,장기주차장역,S28M1,자기부상철도,37.44385,126.455671
103,합동청사역,S28M1,자기부상철도,37.440519,126.458654
104,파라다이스시티역,S28M1,자기부상철도,37.437217,126.459858
105,워터파크역,S28M1,자기부상철도,37.429227,126.434183
106,용유역,S28M1,자기부상철도,37.424805,126.423637
100,녹동,S2901,광주도시철도 1호선,35.107028,126.933932
101,소태,S2901,광주도시철도 1호선,35.124108,126.932013
102,학동증심사입구,S2901,광주도시철도 1호선,35.133023,126.928382
103,남광주,S2901,광주도시철도 1호선,35.1389849,126.92318
104,문화전당(구도청),S2901,광주도시철도 1호선,35.14661,126.92005
105,금남로4가,S2901,광주도시철도 1호선,35.150976,126.914446
106,금남로5가,S2901,광주도시철도 1호선,35.153658,126.910033
107,양동시장,S2901,광주도시철도 1호선,35.154176,126.901089
108,돌고개,S2901,광주도시철도 1호선,35.152047,126.895637
109,농성,S2901,광주도시철도 1호선,35.153363,126.883973
110,화정,S2901,광주도시철도 1호선,35.152085,126.876698
111,쌍촌,S2901,광주도시철도 1호선,35.151793,126.869519
112,운천,S2901,광주도시철도 1호선,35.150486,126.858694
113,상무,S2901,광주도시철도 1호선,35.146784,126.848641
